movie,productionbudget,domesticgross,worldwidegross,year
Next,70000000,18211013,73591500,2007
Rollerball,70000000,18990542,25852508,2002
The Legend of Hercules,70000000,18848538,58953319,2014
Ballistic: Ecks vs. Sever,70000000,14294842,14294842,2002
Osmosis Jones,70000000,13596911,13596911,2001
Legends of Oz: Dorothyâs Return,70000000,8462347,20107933,2014
Blackhat,70000000,8005980,19665004,2015
Basic Instinct 2,70000000,5946136,35417162,2006
Agora,70000000,619423,38992292,2010
b,70000000,0,0,nown
Rock of Ages,70000000,38518613,61031932,2012
Hart's War,70000000,19076815,33076815,2002
The Siege,70000000,40934175,116625798,1998
Hercules,70000000,99112101,250700000,1997
Daddyâs Home 2,70000000,104029443,175807183,2017
S.W.A.T.,70000000,116877597,207154748,2003
Die Hard 2,70000000,117323878,239814025,1990
Hook,70000000,119654823,300854823,1991
Inglourious Basterds,70000000,120774594,316915264,2009
Ransom,70000000,136492681,308700000,1996
Oceanâs 8,70000000,140218711,297718711,2018
xXx,70000000,141930000,267200000,2002
Runaway Bride,70000000,152257509,310138178,1999
Who Framed Roger Rabbit?,70000000,154112492,351500000,1988
It: Chapter Two,70000000,211593228,469566806,2019
Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213,2009
Cars,70000000,244082982,461630558,2006
Shrek 2,70000000,441226247,935253978,2004
Rumor Has It,70000000,42996140,88933562,2005
Vanilla Sky,70000000,100614858,202726605,2001
Sleepy Hollow,70000000,101068340,207068340,1999
Olympus Has Fallen,70000000,98927592,172878928,2013
Star Trek: Insurrection,70000000,70187658,117800000,1998
Wall Street 2: Money Never Sleeps,70000000,52474616,137431619,2010
The Abyss,70000000,54243125,54243125,1989
The Guardian,70000000,55011732,94973540,2006
Dracula Untold,70000000,55991880,220241723,2014
The Lego Ninjago Movie,70000000,59281555,122737201,2017
Underworld: Awakening,70000000,62321039,160379930,2012
Wolf,70000000,65011757,131011757,1994
Battle: Los Angeles,70000000,83552429,213463976,2011
Big Fish,70000000,66432867,123954323,2003
Storks,70000000,72679278,183353431,2016
The Monuments Men,70000000,78031620,158702748,2014
We Were Soldiers,70000000,78120196,114658262,2002
War Horse,70000000,79883359,156815529,2011
AVP: Alien Vs. Predator,70000000,80281096,172543519,2004
The Dilemma,70000000,48475290,70546865,2011
Absentia,70000,0,8555,2013
Peace Propaganda and the Promised Land,70000,4930,4930,2005
Happy Christmas,70000,30312,30312,2014
Imagine Me & You,7900000,672243,3129471,2006
Swimming Pool,7800000,10130108,24021282,2003
Dvizhenie Vverkh,7800000,0,61925449,2017
Loulou lâincroyable secret,7793000,0,12196,2015
Loin des hommes,7700000,5336,1080428,2015
The Blood of Heroes,7700000,882290,882290,1990
The Work and the Glory,7500000,3347647,3347647,2004
Pound of Flesh,7500000,0,0,2015
Kirikou Et Les Hommes Et Les Femmes,7500000,0,17,2015
Outside Bet,7500000,0,13524,2012
The Hole,7500000,0,10834406,nown
Black November,7500000,5782,38354,2015
Driving Miss Daisy,7500000,106593296,106593296,1989
Betty Fisher et autres histoires,7500000,206400,206400,2002
Borg vs McEnroe,7500000,231346,8824873,2017
Masked and Anonymous,7500000,533344,555335,2003
The Neon Demon,7500000,1333124,3559803,2016
Albert Nobbs,7500000,3014696,8539003,2011
Code 46,7500000,197148,1788324,2004
Witless Protection,7500000,4151836,4151836,2008
Thank You For Smoking,7500000,24793509,40016662,2006
Men with Brooms,7500000,4239767,4239767,2002
Soul Food,7500000,43492389,43492389,1997
(500) Days of Summer,7500000,32425665,34308515,2009
Rumble in the Bronx,7500000,32281907,36238752,1996
Extract,7500000,10823158,10849158,2009
Hostel: Part II,7500000,17544812,33606409,2007
The Hotel New Hampshire,7500000,5142858,5142858,1984
Narc,7500000,10465659,11843260,2002
Shopgirl,7500000,10284523,11758418,2005
An Education,7500000,12574914,29652736,2009
Ta Ra Rum Pum,7400000,872643,9443864,2007
The Bye Bye Man,7400000,22395806,31187727,2017
Crash,7303082,55334418,101173038,2005
Persepolis,7300000,4443403,25397187,2007
Harry Brown,7300000,1818681,12023606,2010
Die Welle,7250000,0,35122948,2011
Diamonds Are Forever,7200000,43800000,115999985,1971
The Omega Code,7200000,12610552,12678312,1999
3,7200000,59774,295492,2011
Juno,7000000,143495265,231450102,2007
The Godfather,7000000,134966411,268500000,1972
Magic Mike,7000000,113721571,170549753,2012
Flashdance,7000000,90463574,201463574,1983
I Can Only Imagine,7000000,83482352,85783567,2018
Earthquake,7000000,79700000,79700000,1974
Who's Your Caddy?,7000000,5694308,5694308,2007
March or Die,7000000,1000000,1000000,1977
Mother and Child,7000000,1110509,6537179,2010
Losin' It,7000000,1246141,1246141,1983
I Hope They Serve Beer in Hell,7000000,1429299,1429453,2009
The Kid,7000000,1508593,1593173,2019
The Christmas Candle,7000000,1632000,1933829,2013
Factory Girl,7000000,1661464,1661464,2007
We Need to Talk About Kevin,7000000,1738692,10765283,2012
Somewhere,7000000,1785645,17023121,2010
The Mighty Macs,7000000,1891936,1891936,2011
Assassination Nation,7000000,2005142,2852759,2018
Auto Focus,7000000,2062066,2703821,2002
A Dog of Flanders,7000000,2165637,2165637,1999
Redbelt,7000000,2344847,2667084,2008
Veer-Zaara,7000000,2938532,7017859,2004
American Anthem,7000000,3571624,3571624,1986
Dark Angel,7000000,4372561,4372561,1990
The Other Side of Heaven,7000000,4720371,4720371,2001
Nikita,7000000,5017971,5017971,1991
Les Visiteurs,7000000,659000,98754000,1996
Freeheld,7000000,546201,1732228,2015
Dom Hemingway,7000000,523511,1857458,2013
Z Storm,7000000,0,2053330,2014
Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0,2015
Stargate - The Ark of Truth,7000000,0,0,2008
The Kings of Appletown,7000000,0,0,2008
The Invisible Man,7000000,64914050,138539090,2020
High School Musical 2,7000000,0,0,2007
Criminal Activities,7000000,0,386744,2015
Twixt,7000000,0,1268346,2012
Geroy,7000000,0,1545121,2016
Oddball,7000000,0,10237229,2015
The Extra Man,7000000,453377,492108,2010
Snezhnaya koroleva,7000000,0,15193977,2012
The Boondock Saints,7000000,30471,411874,2000
Trudno byt bogom,7000000,31443,41038,2015
Cah,7000000,46488,46488,2010
The Heart of Me,7000000,196067,531222,2003
Wah-Wah,7000000,234750,463039,2006
Chairman of the Board,7000000,306715,306715,1998
Hesher,7000000,382946,382946,2011
Split Second,7000000,5430822,5430822,1992
Gerry,7000000,254683,719699,2003
Rabbit-Proof Fence,7000000,6199600,16866928,2002
The Great Gatsby,7000000,26533200,26533200,1974
The Man with the Golden Gun,7000000,21000000,97600000,1974
Kingdom Come,7000000,23247539,23393939,2001
Live and Let Die,7000000,35400000,161800000,1973
Gifted,7000000,24801212,36964656,2017
Logan's Run,7000000,25000000,25000000,1976
Desperado,7000000,25532388,25532388,1995
The Descent,7000000,26024456,57051053,2006
Fantasy Island,7000000,26441782,53487366,2020
Capote,7000000,28750530,49924079,2005
Breathless,7000000,19910002,19910002,1983
Good Night and Good Luck,7000000,31501218,56586901,2005
Definitely Maybe,7000000,32241649,55617866,2008
Darkness Falls,7000000,32539681,47289758,2003
My Dog Skip,7000000,34099640,35795319,2000
Five Feet Apart,7000000,45729221,91513111,2019
Pee Wee's Big Adventure,7000000,40940662,40940662,1985
The Piano,7000000,40157856,40207064,1993
Bride & Prejudice,7000000,6601079,25269040,2005
Action Jackson,7000000,20257000,20257000,1988
Fargo,7000000,24567751,51204567,1996
Michael Jordan to the MAX,7000000,18642318,18642372,2000
Silver Bullet,7000000,10803211,10803211,1985
Outside Providence,7000000,7309628,7824358,1999
Cyrus,7000000,7468936,10062896,2010
The Last Temptation of Christ,7000000,8373585,8373585,1988
Warlock,7000000,8824553,8824553,1991
A Single Man,7000000,9176000,28142379,2009
Dope,7000000,17506470,18190831,2015
A Serious Man,7000000,9228788,30360570,2009
House of the Dead,7000000,10199354,13860078,2003
Get Low,7000000,9176933,10828305,2010
House of 1000 Corpses,7000000,12634962,17005466,2003
In Too Deep,7000000,14026509,15471229,1999
BrightBurn,7000000,17259427,33183642,2019
The Devil's Rejects,7000000,17044981,20940428,2005
Devil's Due,7000000,15821461,36146087,2014
Jumping the Broom,7000000,37295394,38158601,2011
Flirting with Disaster,7000000,14853474,16149180,1996
Beyond the Lights,7000000,14618727,14618727,2014
Buffy the Vampire Slayer,7000000,14231669,14231669,1992
Cavite,7000,70071,71644,2006
Primer,7000,424760,841926,2004
El Mariachi,7000,2040920,2041928,1993
Red 11,7000,0,0,nown
The Mongol King,7000,900,900,nown
Dinner for Schmucks,69000000,73026337,86796502,2010
Red Sparrow,69000000,46874505,145951861,2018
Despicable Me,69000000,251513985,543464573,2010
Mystery Men,68000000,29762011,33462011,1999
Hall Pass,68000000,45060734,87173475,2011
The Twilight Saga: Eclipse,68000000,300531751,706102828,2010
The Sum of All Fears,68000000,118471320,193500000,2002
Ted 2,68000000,81476385,217214143,2015
The Score,68000000,71069884,113542091,2001
Downsizing,68000000,24449754,54462971,2017
The Insider,68000000,28965197,60265197,1999
Dreamcatcher,68000000,33685268,75685268,2003
Money Train,68000000,35324232,77224232,1995
I Love You â¦ Don't Touch Me!,68000,33598,33598,1998
Pi,68000,3221152,4678513,1998
King Kong,672000,10000000,10000650,1933
Body of Lies,67500000,39394666,118556530,2008
Doctor Seuss' The Lorax,67500000,214030500,350976753,2012
Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,2012
The Last Legion,67000000,5932060,25357771,2007
Last Man Standing,67000000,18115927,18115927,1996
The New Mutants,67000000,23846186,44643232,2020
Need for Speed,66000000,43568507,194169619,2014
Entrapment,66000000,87707396,211700000,1999
The X Files: Fight the Future,66000000,83898313,189176423,1998
The Wretched,66000,1815440,4594221,2020
20 Dates,66000,541636,602920,1999
House of Wax,658000,23800000,23800000,1953
Christian Mingle The Movie,650000,19836,28176,2014
After,650000,0,0,nown
That Way Madness Lies,650000,1447,1447,2018
The Hadza: Last of the First,650000,0,0,nown
Escape from Tomorrow,650000,171962,171962,2013
Hav Plenty,650000,2301777,2301777,1998
Zathura,65000000,28045540,58545540,2005
The Missing,65000000,26900336,38253433,2003
The Croods: A New Age,65000000,24461010,76782010,2020
Elektra,65000000,24409722,56824633,2005
Astro Boy,65000000,19551067,41636243,2009
I Frankenstein,65000000,19075290,74575290,2014
Underwater,65000000,17291078,39194264,2019
Hudson Hawk,65000000,17218916,17218916,1991
Sin City: A Dame to Kill For,65000000,13757804,40650842,2014
Live by Night,65000000,10378555,21774432,2016
Lucky Numbers,65000000,10014234,10014234,2000
Oliver Twist,65000000,2070920,26670920,2005
Tian jiang xiong shi,65000000,74070,122519874,2015
Air Strike,65000000,0,516279,2018
The Long Kiss Goodnight,65000000,33447612,33447612,1996
Proof of Life,65000000,32598931,62761005,2000
World Trade Center,65000000,70278893,163295654,2006
Death Race,65000000,36316032,72516819,2008
Youâve Got Mail,65000000,115821495,250800000,1998
Fight Club,65000000,37030102,100820947,1999
Annie,65000000,85911262,139829625,2014
Space Cowboys,65000000,90454043,128874043,2000
The Mask of Zorro,65000000,93828745,233700000,1998
Jumanji,65000000,100458310,262758310,1995
Step Brothers,65000000,100468793,128468793,2008
Due Date,65000000,100539043,211739043,2010
Spy!,65000000,110825712,232585748,2015
Unbroken,65000000,115637895,163527824,2014
Total Recall,65000000,119394839,261400000,1990
Broken Arrow,65000000,70645997,148345997,1996
The Santa Clause 2,65000000,139225854,172825854,2002
Les MisÃ©rables,65000000,148809770,438420442,2012
Hotel Transylvania 3: Summer Vacation,65000000,167500092,527103195,2018
The Matrix,65000000,173396389,465377200,1999
Apollo 13,65000000,173772767,335802271,1995
Ice Age,65000000,176387405,386116343,2002
Lincoln,65000000,182207973,273346281,2012
What Women Want,65000000,182805123,374105123,2000
Saving Private Ryan,65000000,216335085,485035085,1998
Peteâs Dragon,65000000,76233151,137768975,2016
Cliffhanger,65000000,84049211,255000000,1993
This Means War,65000000,54760791,156974557,2012
Red Dawn,65000000,44806783,48164150,2012
The Kid,65000000,69688384,69688384,2000
Mona Lisa Smile,65000000,63803100,141205169,2003
The Dictator,65000000,59650222,180148897,2012
Focus,65000000,53862963,168065700,2015
Blade: Trinity,65000000,52397389,131353165,2004
Eyes Wide Shut,65000000,55691208,104264617,1999
We Are Marshall,65000000,43545364,43545364,2006
The Angry Birds Movie 2,65000000,41657076,152012772,2019
Everest,65000000,43482270,221297061,2015
Primary Colors,65000000,39017984,39017984,1998
Resident Evil: Retribution,65000000,42345531,240647629,2012
Super Size Me,65000,11529368,22233808,2004
Starsuckers,640000,0,14812,nown
Random Hearts,64000000,31054924,63200000,1999
Little Man,64000000,58636047,101636047,2006
Perfume: The Story of a Murderer,63700000,2223293,133603463,2006
Jurassic Park,63000000,402523348,1045573035,1993
Austin Powers in Goldmember,63000000,213117789,296338663,2002
Hop,63000000,108085305,188657593,2011
American Assassin,63000000,36249674,68310140,2017
Wyatt Earp,63000000,25052000,25052000,1994
Treachery,625000,0,0,nown
U-571,62000000,77086030,127630030,2000
Clear and Present Danger,62000000,122012656,207500000,1994
The American President,62000000,60022813,107822813,1995
The Hateful Eight,62000000,54117416,152616451,2015
The Love Guru,62000000,32235793,40159017,2008
3000 Miles to Graceland,62000000,15738632,18708848,2001
Blades of Glory,61000000,118594548,145594548,2007
Gone Girl,61000000,167767189,367160781,2014
Maze Runner: The Scorch Trials,61000000,81697192,310566162,2015
2 Guns,61000000,75612460,132493015,2013
Maze Runner: The Death Cure,61000000,58032443,265878536,2018
A Dogâs Way Home,61000000,41952715,81152505,2019
Top Hat,609000,1782000,3202000,1935
Light from the Darkroom,600000,0,0,nown
Irreplaceable,600000,0,0,2015
The Blair Witch Project,600000,140539099,248300000,1999
The Maid's Room,600000,0,0,2014
Arnolds Park,600000,23616,23616,2007
The Kentucky Fried Movie,600000,15000000,20000000,1977
Woodstock,600000,34505110,34698275,1970
Per qualche dollaro in piÃ¹,600000,4300000,4300000,1967
Mercy Streets,600000,173599,173599,2000
Water & Power,600000,42557,42557,2014
Broken Vessels,600000,15030,85343,1999
Drunk Wedding,600000,3301,3301,2015
They Will Have to Kill Us First,600000,0,7943,2015
Crop Circles: Quest for Truth,600000,0,0,2002
Mei Ren Yu,60720000,3229457,525018479,2016
The Avengers,60000000,23385416,48585416,1998
Dragonfly,60000000,30063805,30317425,2002
Sinbad: Legend of the Seven Seas,60000000,26483452,80767884,2003
Event Horizon,60000000,26673242,26673543,1997
XXX: State of the Union,60000000,26873932,71073932,2005
Garfield: A Tail of Two Kitties,60000000,28426747,147985373,2006
Priest,60000000,29136626,84154026,2011
Cold Pursuit,60000000,32138862,62599159,2019
The Legend of Bagger Vance,60000000,30695227,39235486,2000
The Mortal Instruments: City of Bones,60000000,31165421,75965567,2013
The Soloist,60000000,31853584,38522450,2009
Analyze That,60000000,32122249,54994757,2002
The Relic,60000000,33956608,33956608,1997
Almost Famous,60000000,32522352,47371191,2000
Mercury Rising,60000000,32983332,32983332,1998
EDtv,60000000,22508689,35319689,1999
The Black Dahlia,60000000,22672813,49238525,2006
In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220,2008
The Spirit,60000000,19806188,39006188,2008
The Last Castle,60000000,18208078,20541668,2001
Trouble with the Curve,60000000,35763137,47818913,2012
The Ridiculous 6,60000000,0,0,2015
Monster Hunter,60000000,0,7717667,2020
The Informer,60000000,300460,2369336,2019
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,2016
Beyond Borders,60000000,4426297,11427090,2003
Mortdecai,60000000,7696134,30396134,2015
Rock Dog,60000000,9420546,24148488,2016
The Great Raid,60000000,10166502,10597070,2005
Meet Dave,60000000,11803254,50648806,2008
Holy Man,60000000,12069719,12069719,1998
Winterâs Tale,60000000,12600231,29575033,2014
Flyboys,60000000,13090630,14816379,2006
Supernova,60000000,14218868,14816494,2000
Inkheart,60000000,17303424,66655938,2009
Intolerable Cruelty,60000000,35327628,121327628,2003
Dark Water,60000000,25473093,49473093,2005
The Sentinel,60000000,36280697,78080697,2006
The Italian Job,60000000,106126012,176262839,2003
Antz,60000000,90757863,152457863,1998
Two Weeks Notice,60000000,93354918,199043309,2002
Cats & Dogs,60000000,93375151,200700000,2001
Collateral,60000000,100170152,217602967,2004
The Prince of Egypt,60000000,101413188,218613188,1998
The General\'s Daughter,60000000,102705852,149705852,1999
Daddy Day Care,60000000,104148781,164285587,2003
Goldeneye,60000000,106429941,356429941,1995
The Lego Movie,60000000,257784718,468084718,2014
Couples Retreat,60000000,109205660,172450423,2009
The Bourne Identity,60000000,121468960,214357371,2002
Sully,60000000,125070033,238524556,2016
The Truman Show,60000000,125618201,264118201,1998
The Green Mile,60000000,136801374,290701374,1999
Marley & Me,60000000,143153751,247812011,2008
